GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
1686;Межрайонная инспекция ФНС России № 6 по Республике Татарстан;,420087,,,Казань г,,Даурская ул,35,,;8-800-2222222;Код ОКПО:74592200 Режим работы Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни. Доп. телефон 843-2743263;Казначейство России (ФНС России);92648405,92655417,92648410,92648415,92648425,92648427,92648428,92648430,92648435,92648440,92648445,92648450,92648452,92648453,92648454,92648000,92648455,92648457,92648465,92648467,92648470,92648475,92648480,92701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;16153;Межрайонная ИФНС России №18 по Республике Татарстан;,420054,,, Казань г,, Владимира Кулагина ул, 1,,;8-800-2222222,843-5332346,843-5332337,843-5332351,843-5332368;Режим работы: понедельник - четверг: 9.00 - 18.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни;16153;Межрайонная ИФНС России №18 по Республике Татарстан;,420054,,, Казань г,, Владимира Кулагина ул, 1,,;8-800-2222222,843-5332346,843-5332337,843-5332351,843-5332368;Режим работы: понедельник - четверг: 9.00 - 18.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни
1690;Межрайонная инспекция ФНС России № 18 по Республике Татарстан;,420054,,, Казань г,, Владимира Кулагина ул, 1,,;8-800-2222222, (843)528-21-03, (843) 528-21-02 (доб.18-50);Код ОКПО:98351518. Режим приема: понедельник-четверг: 9.00 - 18.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни;Казначейство России (ФНС России);92000000,92600000,92601000,92601100,92601101,92601400,92601405,92601410,92601415,92601420,92601425,92601430,92601435,92601438,92601440,92601445,92601449,92601454,92601458,92601463,92601468,92601472,92601477,92601481,92601486,92601491,92601496,92602000,92602100,92602101,92602157,92602400,92602404,92602408,92602412,92602416,92602418,92602420,92602424,92602427,92602428,92602432,92602436,92602440,92602444,92602448,92602452,92602456,92602458,92602459,92602460,92602462,92602464,92602468,92602472,92602476,92602480,92602484,92604000,92604100,92604151,92604400,92604410,92604413,92604414,92604415,92604420,92604425,92604430,92604435,92604445,92604450,92604455,92604460,92604465,92604468,92604470,92604475,92604480,92604485,92604490,92604493,92605000,92605400,92605402,92605404,92605408,92605409,92605411,92605415,92605419,92605423,92605427,92605430,92605432,92605434,92605438,92605441,92605445,92605448,92605451,92605454,92605457,92605464,92605470,92605473,92605477,92605481,92605485,92605493,92606000,92606100,92606151,92606400,92606405,92606410,92606415,92606420,92606425,92606435,92606440,92606442,92606445,92606450,92606455,92606460,92606470,92606475,92606476,92606478,92606480,92606490,92606495,92607000,92607400,92607404,92607408,92607412,92607416,92607420,92607424,92607428,92607432,92607440,92607444,92607448,92607452,92607456,92607460,92607464,92607468,92607470,92607472,92607476,92607484,92607488,92608000,92608100,92608101,92608105,92608400,92608403,92608404,92608406,92608409,92608412,92608413,92608415,92608416,92608418,92608419,92608421,92608422,92608424,92608427,92608428,92608430,92608433,92608434,92608436,92608439,92608440,92608441,92608442,92608445,92608447,92608448,92608451,92608454,92608457,92608459,92608460,92608463,92608464,92608469,92608472,92610000,92610100,92610151,92610400,92610403,92610410,92610412,92610415,92610417,92610425,92610430,92610433,92610436,92610439,92610442,92610444,92610448,92610453,92610455,92610456,92610459,92610462,92610474,92610477,92610483,92612000,92612100,92612151,92612400,92612403,92612406,92612415,92612422,92612439,92612442,92612450,92612452,92612454,92612462,92612465,92612474,92612480,92612486,92612496,92612498,92613000,92613400,92613408,92613410,92613415,92613425,92613430,92613434,92613437,92613440,92613445,92613447,92613457,92613470,92614000,92614100,92614101,92614400,92614404,92614416,92614424,92614432,92614436,92614440,92614444,92614448,92614452,92614460,92614468,92614472,92614480,92615000,92615100,92615151,92615400,92615407,92615408,92615410,92615415,92615420,92615425,92615428,92615430,92615435,92615440,92615445,92615450,92615455,92615460,92615465,92615470,92615475,92617000,92617100,92617101,92617155,92617400,92617405,92617410,92617412,92617415,92617420,92617425,92617430,92617435,92617440,92617445,92617450,92617452,92617455,92617460,92617465,92617470,92617475,92618000,92618100,92618101,92618400,92618404,92618407,92618408,92618411,92618415,92618419,92618423,92618427,92618431,92618435,92618438,92618439,92618440,92618441,92618442,92618443,92618447,92618451,92618454,92618455,92618458,92618462,92618469,92618472,92618476,92618480,92618483,92618487,92618491,92618495,92620000,92620100,92620109,92620400,92620403,92620405,92620408,92620410,92620415,92620420,92620425,92620435,92620440,92620445,92620450,92620460,92620465,92620470,92620472,92620473,92620474,92620475,92620478,92622000,92622400,92622403,92622406,92622409,92622411,92622412,92622415,92622421,92622427,92622429,92622430,92622431,92622434,92622440,92622441,92622443,92622446,92622455,92622458,92622462,92622464,92622467,92622473,92622474,92622479,92622485,92624000,92624400,92624405,92624410,92624415,92624420,92624425,92624430,92624435,92624440,92624445,92624450,92624455,92624460,92624465,92624470,92624475,92624480,92624485,92624490,92624495,92626000,92626100,92626101,92626400,92626401,92626404,92626412,92626416,92626420,92626432,92626436,92626444,92626448,92626456,92626468,92626472,92626476,92626478,92626492,92627000,92627100,92627101,92627400,92627405,92627410,92627415,92627420,92627425,92627430,92627432,92627434,92627435,92627444,92627454,92627459,92627464,92627466,92627468,92627476,92627480,92627481,92627484,92627488,92627489,92627490,92628000,92628100,92628101,92628155,92628162,92628400,92628404,92628408,92628412,92628416,92628420,92628424,92628432,92628436,92628442,92628444,92628448,92628454,92628456,92628460,92628464,92628468,92628472,92628474,92628476,92628477,92628488,92629000,92629400,92629405,92629408,92629409,92629410,92629412,92629423,92629426,92629428,92629430,92629432,92629435,92629445,92629447,92629450,92629455,92629460,92629465,92630000,92630100,92630151,92630157,92630165,92630400,92630403,92630405,92630410,92630415,92630420,92630425,92630430,92630435,92630440,92630445,92630447,92630450,92630455,92630460,92630465,92630470,92630475,92632000,92632100,92632101,92632400,92632405,92632410,92632415,92632420,92632425,92632430,92632435,92632440,92632445,92632450,92632455,92632460,92632462,92632465,92632470,92632475,92633000,92633100,92633101,92633400,92633404,92633408,92633412,92633416,92633420,92633423,92633424,92633428,92633429,92633430,92633432,92633434,92633436,92633440,92633444,92633448,92633452,92633456,92633460,92633464,92633468,92633472,92633476,92633477,92633478,92633480,92633484,92633488,92633490,92634000,92634100,92634101,92634400,92634404,92634408,92634412,92634414,92634415,92634416,92634428,92634432,92634436,92634440,92634442,92634444,92634448,92634452,92634456,92634460,92634468,92634472,92634480,92634484,92634486,92634488,92634492,92636000,92636100,92636101,92636400,92636405,92636410,92636412,92636415,92636418,92636419,92636420,92636425,92636435,92636437,92636440,92636445,92636447,92636450,92636455,92636460,92636465,92636470,92636475,92636480,92636485,92636490,92636495,92636497,92638000,92638100,92638101,92638400,92638403,92638406,92638415,92638418,92638421,92638424,92638427,92638430,92638436,92638442,92638448,92638451,92638454,92638457,92638460,92638463,92638466,92638469,92638475,92638478,92638480,92638481,92638484,92638487,92638490,92638493,92638495,92638498,92639000,92639100,92639101,92639400,92639403,92639410,92639415,92639418,92639423,92639428,92639440,92639441,92639443,92639464,92639480,92639483,92639485,92639488,92640000,92640100,92640101,92640400,92640404,92640408,92640412,92640416,92640424,92640428,92640432,92640440,92640444,92640455,92640457,92640459,92640461,92640463,92640478,92640481,92640492,92640494,92640496,92642000,92642400,92642405,92642410,92642415,92642416,92642417,92642420,92642425,92642430,92642435,92642440,92642443,92642450,92642455,92642460,92642465,92642470,92642475,92642480,92642485,92644000,92644100,92644101,92644156,92644400,92644405,92644407,92644410,92644412,92644415,92644420,92644423,92644425,92644430,92644433,92644434,92644435,92644440,92644445,92644450,92645000,92645400,92645401,92645402,92645405,92645412,92645419,92645425,92645428,92645432,92645436,92645438,92645440,92645444,92645447,92645450,92645453,92646000,92646100,92646101,92646400,92646408,92646412,92646416,92646420,92646424,92646427,92646428,92646432,92646436,92646442,92646444,92646448,92646449,92646452,92646460,92646462,92646464,92646468,92646472,92646476,92646480,92646484,92646486,92646488,92646490,92646492,92648000,92648400,92648405,92648410,92648415,92648425,92648427,92648428,92648430,92648435,92648440,92648445,92648450,92648452,92648453,92648454,92648455,92648457,92648465,92648467,92648470,92648475,92648480,92650000,92650100,92650151,92650400,92650404,92650408,92650412,92650416,92650420,92650424,92650428,92650432,92650436,92650440,92650444,92650448,92650450,92650452,92650454,92650456,92650460,92650462,92650464,92650472,92650476,92650480,92650484,92650488,92650492,92650496,92652000,92652100,92652151,92652400,92652404,92652409,92652417,92652423,92652430,92652431,92652432,92652434,92652436,92652442,92652450,92652452,92652454,92652462,92652473,92652481,92652494,92652495,92652498,92653000,92653100,92653155,92653400,92653404,92653408,92653409,92653412,92653415,92653420,92653424,92653428,92653432,92653436,92653440,92653444,92653448,92653452,92653456,92653460,92653468,92653470,92653472,92653480,92653482,92653484,92654000,92654100,92654151,92654400,92654401,92654402,92654405,92654408,92654412,92654420,92654435,92654440,92654445,92654455,92655000,92655100,92655101,92655400,92655403,92655408,92655412,92655416,92655417,92655420,92655424,92655428,92655432,92655436,92655438,92655440,92655444,92655448,92655456,92655464,92655468,92655476,92655480,92655484,92656000,92656400,92656403,92656404,92656405,92656410,92656413,92656415,92656418,92656425,92656435,92656440,92656445,92656450,92656455,92657000,92657400,92657405,92657410,92657415,92657425,92657426,92657428,92657430,92657431,92657433,92657435,92657437,92657438,92657439,92657440,92657445,92657450,92657455,92657465,92657469,92657471,92657474,92657483,92657492,92658000,92658400,92658405,92658410,92658415,92658420,92658422,92658425,92658430,92658435,92658438,92658440,92658445,92658450,92658455,92658460,92658462,92658465,92658470,92658475,92659000,92659100,92659101,92659400,92659403,92659409,92659412,92659414,92659418,92659423,92659430,92659438,92659441,92659447,92659450,92659453,92659455,92659462,92659468,92659471,92659474,92659475,92659477,92659486,92659489,92659492,92659495,92700000,92701000,92730000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;16153;Межрайонная ИФНС России №18 по Республике Татарстан;,420054,,, Казань г,, Владимира Кулагина ул, 1,,;8-800-2222222,843-5332346,843-5332337,843-5332351,843-5332368;Режим работы: понедельник - четверг: 9.00 - 18.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни;16153;Межрайонная ИФНС России №18 по Республике Татарстан;,420054,,, Казань г,, Владимира Кулагина ул, 1,,;8-800-2222222,843-5332346,843-5332337,843-5332351,843-5332368;Режим работы: понедельник - четверг: 9.00 - 18.00, пятница: 9.00 - 16.45, суббота, воскресенье: выходные дни
1700;Управление ФНС России по Республике Тыва;,667000,,,Кызыл г,,Ленина ул,11,,;(39422)-94000;Код ОКПО:23342571 Режим работы: с 9.00 до 18.00, перерыв с 13.00 до 14.00, тел.горячей линии: (39422)-94045;Казначейство России (ФНС России);93605000,93610000,93615101,93635101,93654101,93622151,93703000,93701000,93615000,93620000,93622000,93625000,93000000,93630000,93635000,93650411,93610405,93638402,93656405,93610410,93638404,93635411,93640411,93654410,93654412,93610412,93658411,93605411,93640422,93640433,93610413,93622405,93615405,93645411,93610414,93638407,93620403,93620405,93620407,93620409,93640444,93630433,93650422,93654416,93615410,93620410,93638417,93654414,93622418,93605422,93638419,93643430,93625411,93658418,93620413,93654425,93640455,93620415,93640460,93656425,93605433,93610430,93638421,93645422,93640466,93625422,93658422,93658433,93645428,93630411,93657410,93645433,93658444,93620420,93630413,93635422,93635425,93620425,93630422,93638427,93620427,93622430,93635426,93650433,93635428,93615430,93622434,93625428,93650444,93654435,93605444,93645435,93640470,93620430,93622437,93635433,93635437,93615435,93654420,93630444,93605450,93657420,93657405,93657421,93610415,93615438,93615440,93622442,93630450,93656440,93654445,93615445,93650452,93657422,93622445,93615448,93615450,93645444,93622448,93656445,93610420,93615455,93605455,93645455,93643425,93650460,93654455,93615452,93657425,93643440,93610425,93658455,93605457,93622456,93638000,93640000,93643000,93645000,93650000,93654000,93656000,93657000,93658000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;17039;УФНС России по Республике Тыва;667010,Республика Тыва,,г.Кызыл,ул.Московская,8;(39422)-94150,94156;Режим работы: с 9.00 до18.00, обед с 13.00 до 14.00;17039;УФНС России по Республике Тыва;667010,Республика Тыва,,г.Кызыл,ул.Московская,8;(39422)-94150,94156;Режим работы: с 9.00 до18.00, обед с 13.00 до 14.00
1800;Управление ФНС России по Удмуртской Республике;,426008,Удмуртская Респ,,Ижевск г,,Коммунаров ул,367,,;3412-221462 доб. 1604;Код ОКПО:24492663. Режим работы пн-чт: 08.30 - 17.30, пт: 08-30 - 16.30, обед 12.00 - 12.48.;Казначейство России (ФНС России);94000000,94502000,94504000,94506000,94508000,94510000,94512000,94514000,94516000,94518000,94520000,94522000,94524000,94526000,94528000,94530000,94533000,94535000,94537000,94539000,94541000,94544000,94546000,94548000,94550000,94552000,94710000,94720000,94701000,94730000,94740000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;18056;Управление ФНС России по Удмуртской Республике;,426003,,, Ижевск г,, Карла Маркса ул, д 130,,;8(3412)488-635;;18056;Управление ФНС России по Удмуртской Республике;,426003,,, Ижевск г,, Карла Маркса ул, д 130,,;8(3412)488-635;
1900;Управление ФНС России по Республике Хакасия;,655017,Хакасия Респ,,Абакан г,,Крылова ул,76,,;8-800-222-22-22;Код ОКПО:26654845, Прием налогоплательщиков в операционных залах осуществляется без перерыва на обед:- понедельник, среда с 9.00 до 18.00,- вторник, четверг с 9.00 до 20.00,- пятница с 9.00 до 16.45.;Казначейство России (ФНС России);95605000,95625405,95625408,95605405,95608151,95608000,95608405,95608410,95608409,95612000,95612405,95605410,95608412,95635405,95608413,95608165,95615000,95615410,95615415,95612410,95625415,95612415,95615420,95635410,95625420,95608415,95630405,95608169,95630410,95635415,95620405,95635420,95630415,95608420,95635425,95635430,95615430,95605418,95625422,95630425,95612425,95605420,95635401,95620403,95620420,95620425,95605425,95612430,95608430,95625425,95630430,95625430,95612440,95620430,95605430,95605435,95630435,95620000,95620435,95605440,95615440,95605445,95620437,95608440,95615445,95630440,95630445,95612455,95630455,95615450,95620440,95635435,95615455,95635438,95630460,95615460,95709000,95635440,95612460,95625000,95625440,95615404,95635403,95620450,95630151,95630000,95630465,95608450,95608455,95635450,95635455,95630470,95715000,95635460,95635000,95635404,95702000,95701000,95708000,95000000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;19025;УФНС России по Республике Хакасия;655017, Республика Хакасия, г. Абакан, ул. Крылова, 76;(3902) 229900;Режим работы: с 8.00 до 17.00;19025;УФНС России по Республике Хакасия;655017, Республика Хакасия, г. Абакан, ул. Крылова, 76;(3902) 229900;Режим работы: с 8.00 до 17.00
2000;Управление ФНС России по Чеченской Республике;,364021,Чеченская Республика,,Грозный г,,С.Ш. Лорсанова ул,12,,;8712-62-79-27;Код ОКПО:45271831 Часы работы: с 9-00 до 18-00 обед с13-00 до 14-00;Казначейство России (ФНС России);96602000,96602101,96604000,96607000,96610000,96611000,96612000,96000000,96616000,96622000,96625000,96637402,96604402,96637403,96610401,96625491,96612402,96625402,96622402,96634402,96607402,96628402,96631404,96612492,96612440,96625404,96625492,96631409,96611470,96612407,96637410,96604407,96616402,96625407,96625408,96604491,96607405,96610403,96628416,96628404,96640402,96610404,96616404,96611431,96640403,96691402,96602407,96628405,96604410,96611438,96610492,96616407,96607404,96640405,96625410,96616410,96612431,96625413,96610406,96637413,96634492,96634407,96625414,96634490,96634410,96634413,96616411,96610411,96625416,96607410,96640406,96604413,96611406,96611443,96602410,96628407,96610408,96604416,96625419,96628410,96610407,96612493,96637416,96640407,96604419,96602413,96625493,96625422,96616413,96616416,96628491,96611449,96612495,96607416,96611410,96610413,96622404,96610415,96616417,96622407,96640410,96640411,96602416,96691403,96607419,96691404,96691405,96640413,96611455,96616418,96610416,96610419,96602418,96640416,96604425,96612101,96628418,96622409,96612422,96604428,96634416,96604431,96616419,96622413,96610410,96637425,96625425,96616422,96622416,96610491,96622419,96628492,96637428,96610430,96622412,96602421,96640419,96610417,96622420,96625428,96628493,96610418,96607428,96640420,96628419,96607431,96607434,96607437,96616428,96607440,96607446,96612491,96625431,96634419,96622403,96622422,96602425,96640422,96628494,96625434,96604434,96637437,96631425,96625494,96634420,96602491,96640427,96640425,96611460,96604437,96634422,96604422,96611468,96607492,96607455,96611475,96628425,96622492,96611428,96622430,96691407,96628431,96602419,96610409,96604440,96628434,96640429,96604443,96612437,96611480,96691408,96604494,96691409,96604446,96625440,96607491,96691410,96612434,96691411,96640408,96640431,96622405,96637440,96628439,96602428,96634428,96628495,96691421,96628422,96640434,96640437,96691406,96625495,96610424,96625443,96604449,96610425,96625496,96612494,96604452,96612446,96602422,96628498,96631000,96634000,96637000,96691000,96628000,96640000,96702000,96701000,96610101,96634101,96637101;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;20002;УФНС России по Чеченской Республике;,364021,Чеченская Респ,,Грозный г,,Заводская ул,21,,;(8712) 22-28-14;;20002;УФНС России по Чеченской Республике;,364021,Чеченская Респ,,Грозный г,,Заводская ул,21,,;(8712) 22-28-14;
2100;Управление ФНС России по Чувашской Республике;,428000,,,Чебоксары г,,Нижегородская ул,8,,;8-800-2222222;Код ОКПО:24357385 Режим работы: понедельник, вторник, среда, четверг: с 9.00 до 18.00, пятница: с 9.00 до 16.45. Перерыв: с 13.00 до 13.45. Выходной: суббота, воскресенье.;Казначейство России (ФНС России);97503000,97505000,97507000,97510000,97513000,97516000,97519000,97521000,97524000,97526000,97529000,97532000,97000000,97535000,97538000,97541000,97544000,97547000,97550000,97553000,97555000,97558000,97704000,97707000,97710000,97701000,97713000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;21058;УФНС России по Чувашской Республике;,428022,,, г. Чебоксары,, ул. Патриса Лумумбы, д 8,,;(8352) 30-27-00, 30-28-00;;21058;УФНС России по Чувашской Республике;,428022,,, г. Чебоксары,, ул. Патриса Лумумбы, д 8,,;(8352) 30-27-00, 30-28-00;
2200;Управление ФНС России по Алтайскому краю;,656038,Алтайский край,,Барнаул г,,Комсомольский пр-кт,118,,;8-800-222-2222 - Контакт-центр, (3852)29-73-95 - телефон доверия;Код ОКПО: 29734444. Режим работы: пн-чт 8.00-17.00, пт 8.00-16.00, выходные сб, вс;Казначейство России (ФНС России);1701000,01;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;;;;;;;;;;
2204;Межрайонная инспекция ФНС России №1 по Алтайскому краю;,659305,Алтайский край,,Бийск г,,Мартьянова пер,59/1,,;8-800-222-2222 - Контакт-центр, (3854)34-42-00 - телефон доверия;Код ОКПО: 75999317. Прием налогоплательщиков (ведется по адресу Бийск г., Гилева ул.,5): пн.: 9.00-18.00 вт.: 9.00-20.00 ср.: 9.00-18.00 чт.: 9.00-20.00 пт.: 9.00-16.45 сб., вс.: выходной;Казначейство России (ФНС России);01634422,01657412,01657420,01657468,01657490,01602405,01620406,01607403,01601000,01601402,01625404,01633405,01602000,01602407,01633407,01640405,01614422,01601408,01638406,01602412,01655408,01659409,01649403,01620412,01619405,01643407,01604000,01638412,01659413,01601413,01604410,01638415,01634408,01601417,01657407,01655411,01623411,01629412,01615409,01607000,01607405,01619407,01607411,01604415,01620417,01610411,01640412,01607422,01638418,01638420,01659420,01649407,01625409,01655419,01703000,01625413,01625417,01705000,01625101,01614101,01716000,01659426,01638422,01628411,01601420,01657415,01601423,01609000,01655423,01610000,01610422,01659430,01625419,01601426,01633414,01659435,01615414,01649409,01614000,01625421,01629000,01629426,01623422,01659439,01615425,01615000,01615427,01633423,01644424,01614433,01620424,01643423,01601432,01640423,01625426,01649412,01601438,01634439,01655434,01649420,01642411,01642415,01659442,01655440,01619000,01619423,01655443,01623444,01601440,01620000,01620430,01655446,01659446,01649424,01642420,01609411,01653411,01615435,01623455,01614444,01638425,01623000,01602423,01602427,01653422,01609422,01604437,01640434,01628422,01657430,01625000,01625434,01629442,01643434,01649436,01602435,01644436,01601460,01604459,01609428,01634467,01620442,01610433,01657434,01625440,01628433,01601464,01704000,01623466,01558000,01644447,01659452,01644450,01655457,01602446,01655460,01625449,01633434,01634478,01642429,01625456,01604464,01628000,01628444,01638437,01609433,01619445,01610444,01625459,01638440,01633440,01607433,01615457,01638444,01638447,01619447,01640445,01629466,01620448,01615468,01657445,01653455,01614455,01629470,01601468,01653466,01649447,01633446,01609444,01659462,01649450,01633000,01633457,01642435,01629474,01601473,01649452,01649454,01625466,01638451,01642440,01628455,01659465,01634000,01634489,01607437,01602457,01610466,01638460,01625473,01659470,01659474,01602468,01638000,01638462,01614466,01601475,01625476,01638465,01659478,01638467,01604480,01643445,01620492,01642447,01649460,01653477,01640000,01640456,01642000,01642452,01601477,01629480,01633479,01643000,01643450,01628466,01640460,01644000,01644481,01619456,01609455,01602479,01657464,01643457,01620459,01644492,01640466,01642457,01614477,01609466,01638471,01628477,01643470,01653480,01649462,01640479,01650000,01655470,01659480,01643481,01653000,01653488,01659485,01601485,01625484,01615480,01607444,01620468,01619478,01619489,01654000,01620470,01655000,01655480,01620472,01625495,01604488,01601496,01649469,01649475,01620481,01607455,01659490,01657473,01657479,01601498,01649480,01655491,01629493,01610488,01614488,01649491,01615485,01604495,01615450,01659000,01659495,01629496,01609490,01642471,01642472,01623468,01604424,01623433,01623438,01623477,01623488,01642466,01650411,01654408,01634433,01650422,01634445,01634450,01654411,01649000,01657000,01604434,01604417,01604422,01604455,01604470,01604483,01650433,01654422,01654433,01654444,01634482,01650444,01650455,01654446,01634495,01654448,01650460,01650466,01650477,01654455,01654466,01650488;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;22120;Межрайонная ИФНС России № 16 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;(3852) 29-54-61, 29-54-61, 29-54-49;Прием и получение документов на государственную регистрацию ЮЛ и ИП осуществляется по адресу: 656068,,, Барнаул г,, Социалистический пр-кт, д 47,,;22120;Межрайонная ИФНС России № 16 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;(3852) 29-54-61, 29-54-61, 29-54-49;Прием и получение документов на государственную регистрацию ЮЛ и ИП осуществляется по адресу: 656068,,, Барнаул г,, Социалистический пр-кт, д 47,,
2208;Межрайонная инспекция ФНС России № 4 по Алтайскому краю;,658087,Алтайский край,,Новоалтайск г,,22 Партсъезда ул,12,,;8-800-222-2222 - Контакт-центр, (38532)4-89-61 - телефон доверия;Код ОКПО: 75997560. Прием налогоплательщиков (осуществляется по адресу Новоалтайск г., Анатолия ул.,7): пн.: 9.00-18.00 вт.: 9.00-20.00 ср.: 9.00-18.00 чт.: 9.00-20.00 пт.: 9.00-16.45 сб., вс.: выходной;Казначейство России (ФНС России);01647456,01608456,01613406,01605406,01616404,01646407,01622411,01652403,01647406,01627405,01603000,01603407,01632412,01618406,01635407,01608410,01632416,01652407,01605151,01605000,01632420,01646422,01608414,01635412,01621406,01626406,01606000,01606411,01617406,01631411,01616413,01618414,01613420,01645410,01603416,01603419,01651430,01622433,01608000,01608421,01621412,01635419,01613425,01608423,01652416,01616101,01660420,01637407,01611411,01611416,01618420,01605420,01613428,01611423,01616417,01613430,01706000,01539000,01730000,01637412,01626412,01613434,01660405,01652420,01637417,01660410,01624407,01621418,01637422,01631417,01632425,01613436,01632430,01652425,01611000,01611434,01647415,01637435,01621424,01512000,01613000,01755000,01636410,01617412,01635430,01635436,01622444,01632434,01656412,01631422,01645420,01645423,01617415,01626424,01637440,01647424,01617420,01616000,01611445,01660415,01618425,01647430,01636422,01645428,01635442,01617000,01617424,01652432,01613450,01608430,01626429,01622455,01618430,01616437,01652436,01656420,01626434,01618000,01618434,01626437,01636428,01626442,01631433,01621000,01621430,01645430,01622000,01622460,01647436,01622466,01645433,01624000,01624423,01646440,01605436,01632442,01618440,01647448,01631444,01647451,01645438,01618449,01611456,01621436,01608434,01626000,01626449,01656430,01652450,01622472,01636434,01627000,01606422,01627416,01656435,01637457,01541000,01618460,01660000,01605447,01603437,01605452,01627422,01660425,01605456,01606430,01613460,01621442,01613461,01656446,01648430,01652452,01613464,01608445,01613468,01645442,01647459,01606433,01617435,01606444,01624446,01647462,01617437,01616461,01611467,01647466,01622477,01624457,01606455,01605458,01660430,01626460,01630000,01603455,01631000,01631456,01635456,01606466,01632000,01632449,01617446,01656460,01635458,01603458,01616468,01618466,01631467,01635459,01626468,01636445,01617468,01660440,01616473,01624469,01637446,01637466,01616475,01603469,01660445,01621448,01636451,01632461,01635000,01635464,01660450,01647470,01636000,01636456,01606470,01635470,01637000,01637468,01631478,01616482,01656480,01611469,01632483,01617479,01646466,01648406,01660435,01618468,01608467,01624480,01622488,01646455,01637479,01603480,01613474,01608478,01632497,01613478,01647473,01635476,01613487,01647475,01648436,01636468,01636472,01605157,01616486,01605461,01624491,01626473,01646000,01647151,01647000,01637482,01616490,01626478,01648000,01648446,01616494,01656486,01648457,01651000,01611470,01652000,01652458,01613488,01624493,01624494,01631489,01652461,01608489,01635479,01606477,01656490,01616497,01656000,01656493,01611478,01613492,01636480,01624434,01652469,01611486,01626492,01611489,01647482,01652480,01636474,01645000,01645460,01605483,01647492,01660460,01652485,01605494,01613496,01636491,01651408,01651454,01630401,01651414,01630412,01651434,01651440,01630432,01630437,01660470,01630449,01630460,01630462,01632454,01630464,01630466,01632472,01630482,01630485,01630490,01651492,01632406,01632422,01630403,01630455,01632494,01651410,01651425,01630473,01647442,01632496,01627411,01613494,01621446,01713000,01627420,01613438,01627433,01627444,01627154,01651457,01651470;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;22120;Межрайонная ИФНС России № 16 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;(3852) 29-54-61, 29-54-61, 29-54-49;Прием и получение документов на государственную регистрацию ЮЛ и ИП осуществляется по адресу: 656068,,, Барнаул г,, Социалистический пр-кт, д 47,,;22120;Межрайонная ИФНС России № 16 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;(3852) 29-54-61, 29-54-61, 29-54-49;Прием и получение документов на государственную регистрацию ЮЛ и ИП осуществляется по адресу: 656068,,, Барнаул г,, Социалистический пр-кт, д 47,,
